transaction_id,date,amount,category,merchant,payment_method,location,income,monthly_budget,savings,investment,transaction_type,is_anomaly
5860,2023-09-26 05:09:59,665.2,Entertainment,Game Zone,Credit Card,Bangalore,171922.0,145487.75,58094.82,13914.41,expense,0
5861,2025-10-01 02:15:36,11186.42,Healthcare,Apollo Pharmacy,Cash,Mumbai,52350.0,30096.85,8696.56,11463.34,expense,0
5862,2023-06-23 23:36:24,17806.27,Education,Book Store,Debit Card,Delhi,171779.0,115900.02,55801.32,17938.27,expense,0
5863,2025-11-27 09:09:05,6445.28,Travel,Airline Booking,UPI,Delhi,191619.0,123562.67,22220.14,12501.24,expense,0
5864,2023-08-23 19:57:57,25535.59,Investment,Brokerage Account,Debit Card,Mumbai,118264.0,76087.91,40645.69,15635.38,expense,0
5865,2026-02-25 19:42:27,179220.34,Healthcare,Apollo Pharmacy,Credit Card,Delhi,174661.0,154378.49,57116.48,21663.51,income,0
5866,2026-01-24 07:43:28,5580.06,Travel,Airline Booking,Cash,Bangalore,79886.0,56402.83,8547.26,11331.81,expense,0
5867,2025-07-22 18:17:14,976.32,Healthcare,MediLab,Cash,Chennai,93840.0,64875.6,9151.36,9457.48,expense,0
5868,2023-07-30 21:29:37,8529.08,Healthcare,Health Clinic,Credit Card,Hyderabad,105219.0,93304.04,19067.27,11273.42,expense,0
5869,2025-03-20 15:34:54,3996.55,Bills,Electricity Board,Credit Card,Chennai,180834.0,118264.1,42121.53,26258.92,expense,0
5870,2023-03-06 22:26:08,1037.18,Food,Swiggy,Cash,Mumbai,172979.0,107630.44,30851.3,26065.07,expense,0
5871,2024-06-12 00:59:47,2945.22,Bills,Electricity Board,Credit Card,Mumbai,191619.0,123562.67,22220.14,12501.24,expense,0
5872,2024-06-10 18:40:50,210548.7,Travel,Ola,UPI,Remote,183417.0,134272.04,35810.45,41329.92,income,0
5873,2023-03-01 02:06:10,27683.0,Investment,Brokerage Account,Debit Card,Hyderabad,98688.0,79748.97,12752.13,16065.72,transfer,0
5874,2025-12-25 23:36:25,7838.79,Travel,Airline Booking,Net Banking,Chennai,37183.0,31524.68,12367.86,7699.41,expense,0
5875,2023-09-07 17:41:23,114.94,Food,Cafe House,Credit Card,Bangalore,137573.0,104031.05,21304.79,31926.27,expense,0
5876,2025-02-24 14:36:48,12678.76,Investment,Brokerage Account,UPI,Mumbai,159869.0,138884.62,18090.6,15536.26,transfer,0
5877,2023-03-22 02:50:16,8738.69,Bills,Gas Utility,Debit Card,Delhi,107152.0,77626.78,11086.85,16868.01,expense,0
5878,2025-07-19 05:33:50,5410.39,Healthcare,Apollo Pharmacy,UPI,Hyderabad,203677.0,114326.06,31679.14,26934.52,expense,0
5879,2023-12-15 02:45:10,14724.93,Shopping,Amazon,Debit Card,Chennai,209294.0,163247.01,41363.13,41023.27,expense,0
5880,2025-02-08 15:12:09,3145.8,Entertainment,Netflix,UPI,Delhi,197502.0,111767.61,30782.67,47416.73,expense,0
5881,2023-11-24 21:41:56,20003.61,Education,Online Courses,Credit Card,Hyderabad,96315.0,59094.95,31329.5,16053.63,expense,0
5882,2024-01-01 05:56:31,5912.01,Entertainment,Game Zone,Debit Card,Chennai,188273.0,128448.82,27317.08,17134.55,transfer,0
5883,2023-03-03 07:21:02,30577.74,Investment,Gold Savings,UPI,Mumbai,62744.0,51133.2,5813.99,6508.72,expense,0
5884,2023-07-17 09:49:00,86935.43,Entertainment,Netflix,Net Banking,Bangalore,79748.0,52137.53,15418.54,8073.8,income,0
5885,2025-01-29 22:36:12,19885.01,Healthcare,MediLab,Net Banking,Remote,97258.0,83701.32,22399.96,18883.87,transfer,0
5886,2025-11-06 00:48:58,60434.92,Investment,ETF Platform,Credit Card,Chennai,62504.0,49158.87,17407.89,5738.76,income,0
5887,2023-07-04 04:36:39,3540.95,Entertainment,Netflix,Net Banking,Hyderabad,184818.0,157636.35,55558.04,18773.92,expense,0
5888,2024-04-30 03:05:31,114992.54,Bills,Water Supply,Net Banking,Hyderabad,172979.0,107630.44,30851.3,26065.07,income,0
5889,2025-03-10 23:01:56,1858.09,Healthcare,MediLab,Net Banking,Bangalore,89323.0,62428.09,19387.99,8796.7,expense,0
5890,2023-01-24 13:51:49,4917.02,Travel,Airline Booking,Debit Card,Hyderabad,159502.0,116896.1,44295.84,8081.85,expense,0
5891,2025-10-28 23:02:58,5685.9,Bills,Gas Utility,UPI,Bangalore,92444.0,74491.71,30816.39,7972.98,expense,0
5892,2023-08-04 16:56:22,15537.2,Investment,Gold Savings,UPI,Remote,183823.0,145947.28,49571.68,22407.7,transfer,0
5893,2023-12-25 08:58:05,6625.46,Shopping,Lifestyle Store,UPI,Delhi,115600.0,101776.64,10478.59,22092.9,expense,0
5894,2025-05-21 12:28:44,2110.82,Entertainment,Netflix,Net Banking,Mumbai,74377.0,50020.57,18904.99,13669.36,expense,0
5895,2023-05-17 14:17:12,156906.07,Shopping,Mega Mall,UPI,Hyderabad,195806.0,117174.93,22682.41,47758.53,income,0
5896,2025-05-26 04:30:10,1466.43,Food,Cafe House,Debit Card,Delhi,75859.0,53611.38,17393.04,12785.23,expense,0
5897,2025-10-23 02:43:25,147415.8,Food,Cafe House,Credit Card,Bangalore,184818.0,157636.35,55558.04,18773.92,income,0
5898,2024-03-07 04:13:19,3021.42,Entertainment,LatePay Online,Debit Card,Remote,203677.0,114326.06,31679.14,26934.52,expense,1
5899,2023-10-17 08:59:38,6854.73,Travel,Ola,Debit Card,Chennai,203998.0,173939.47,61093.99,50987.98,expense,0
5900,2024-12-29 00:55:17,98745.17,Investment,Mutual Fund SIP,Credit Card,Remote,161672.0,99967.46,44469.84,17162.21,income,0
5901,2025-01-01 04:45:17,2603.15,Education,Tuition Institute,UPI,Remote,52306.0,45832.68,12165.64,9903.1,expense,0
5902,2024-04-03 16:39:58,4327.95,Travel,Uber,Credit Card,Chennai,51641.0,38466.37,17184.15,9770.78,expense,0
5903,2025-05-16 12:37:50,19404.07,Healthcare,City Hospital,Net Banking,Bangalore,119071.0,87972.27,34946.77,13544.39,expense,0
5904,2024-11-25 08:04:47,5699.07,Travel,Airline Booking,Cash,Remote,68303.0,48370.96,18627.68,15705.15,expense,0
5905,2023-10-20 15:39:42,78111.04,Entertainment,Spotify,Credit Card,Remote,109458.0,97081.28,36667.4,8561.41,income,0
5906,2025-08-14 20:51:00,7941.91,Bills,Water Supply,Debit Card,Hyderabad,183823.0,145947.28,49571.68,22407.7,expense,0
5907,2024-12-01 14:56:53,4238.91,Entertainment,BookMyShow,Net Banking,Delhi,140668.0,86766.68,21450.21,20686.07,expense,0
5908,2023-03-16 09:53:47,3164.93,Entertainment,BookMyShow,UPI,Delhi,184024.0,103567.31,38177.26,29990.06,expense,0
5909,2023-06-05 01:05:37,3293.23,Entertainment,Spotify,Credit Card,Bangalore,37183.0,31524.68,12367.86,7699.41,expense,0
5910,2023-10-22 12:57:49,139.67,Food,Zomato,Net Banking,Bangalore,135616.0,86284.42,40841.79,28463.52,expense,0
5911,2024-04-07 12:16:18,196833.31,Education,Online Courses,Net Banking,Hyderabad,183448.0,162359.66,55598.6,38552.32,income,0
5912,2025-07-11 20:07:21,3331.32,Bills,Broadband Provider,Cash,Mumbai,188273.0,128448.82,27317.08,17134.55,expense,0
5913,2025-12-25 20:08:54,1092.15,Food,Zomato,Cash,Delhi,193220.0,145534.45,48442.45,10167.02,expense,0
5914,2023-08-22 08:21:46,2933.69,Bills,Broadband Provider,Credit Card,Bangalore,34435.0,19493.69,3133.47,7613.31,expense,0
5915,2025-07-08 17:19:23,2572.88,Investment,ETF Platform,Net Banking,Remote,127468.0,113830.38,27151.56,14754.46,expense,0
5916,2025-03-27 02:03:53,5667.5,Education,Online Courses,Net Banking,Remote,71197.0,59623.22,7822.45,15612.82,expense,0
5917,2023-05-02 20:02:00,10463.57,Investment,ETF Platform,UPI,Bangalore,171922.0,145487.75,58094.82,13914.41,transfer,0
5918,2025-12-30 00:49:56,56791.06,Entertainment,Netflix,Net Banking,Hyderabad,62744.0,51133.2,5813.99,6508.72,income,0
5919,2025-09-09 15:26:27,12337.44,Education,Exam Center,Debit Card,Bangalore,121122.0,108922.22,21159.07,24640.78,expense,0
5920,2025-02-06 21:55:55,5778.15,Healthcare,Health Clinic,Debit Card,Delhi,115982.0,65431.45,31533.07,8371.37,expense,0
5921,2025-02-23 18:32:00,2137.66,Investment,Gold Savings,Debit Card,Remote,191472.0,112645.59,35564.04,14338.86,expense,0
5922,2025-06-04 18:18:37,15443.46,Education,Online Courses,Net Banking,Remote,151394.0,102135.52,52436.69,25911.83,expense,0
5923,2023-03-10 08:09:28,6238.3,Shopping,Amazon,Credit Card,Bangalore,41032.0,25553.1,3576.5,3540.53,expense,0
5924,2023-10-04 08:48:26,167305.55,Travel,Airline Booking,Credit Card,Remote,149358.0,114034.66,45548.61,12646.58,income,0
5925,2023-05-14 07:06:11,30122.99,Investment,ETF Platform,UPI,Bangalore,195738.0,146397.92,53508.57,33237.46,expense,0
5926,2025-06-24 04:17:46,4317.27,Entertainment,Netflix,UPI,Chennai,145307.0,129481.84,42216.75,10585.26,expense,0
5927,2025-10-28 04:15:39,12778.58,Education,Online Courses,Credit Card,Chennai,159502.0,116896.1,44295.84,8081.85,expense,0
5928,2023-10-12 21:22:35,828.47,Entertainment,Spotify,Net Banking,Hyderabad,146958.0,121797.33,19035.09,30264.27,expense,0
5929,2026-01-24 13:30:22,17648.56,Education,Tuition Institute,UPI,Remote,138632.0,116416.8,21254.59,33694.56,expense,0
5930,2025-03-13 00:06:06,3488.07,Shopping,Flipkart,UPI,Hyderabad,98319.0,71483.91,24097.26,5272.07,expense,0
5931,2023-07-13 02:08:52,2417.52,Entertainment,Game Zone,Debit Card,Chennai,55535.0,39280.34,5873.42,6895.43,transfer,0
5932,2024-02-02 17:04:58,6689.81,Travel,Ola,Debit Card,Bangalore,95313.0,79863.73,16894.37,7187.75,expense,0
5933,2025-11-15 08:57:29,5911.69,Investment,Gold Savings,UPI,Delhi,53295.0,36293.62,9597.01,11328.38,expense,0
5934,2024-08-25 17:47:19,9127.88,Bills,Broadband Provider,Debit Card,Mumbai,48236.0,32300.57,7237.54,6074.77,expense,0
5935,2025-10-30 23:57:20,72175.22,Entertainment,Netflix,Net Banking,Chennai,82134.0,47666.21,27819.29,16564.66,income,0
5936,2024-02-03 20:44:03,18813.71,Education,Online Courses,Credit Card,Hyderabad,78682.0,68146.71,19407.8,19363.05,expense,0
5937,2025-03-03 06:21:05,109502.23,Travel,Airline Booking,Net Banking,Remote,101218.0,73578.17,24359.45,11928.97,income,0
5938,2024-09-04 13:36:55,23681.35,Food,Fresh Mart,Net Banking,Delhi,131308.0,101278.78,32965.27,20635.7,transfer,0
5939,2023-05-20 23:15:43,165066.33,Healthcare,Apollo Pharmacy,UPI,Delhi,141739.0,84518.49,45803.6,26681.57,income,0
5940,2024-10-19 09:52:04,5377.35,Bills,Water Supply,Net Banking,Mumbai,45056.0,35191.85,7009.91,10857.28,expense,0
5941,2025-06-08 20:20:16,2420.57,Entertainment,Spotify,Net Banking,Bangalore,183338.0,149654.18,42450.97,37436.42,expense,0
5942,2026-02-04 08:38:29,1013431.71,Entertainment,Premium Electronics,Credit Card,Hyderabad,79748.0,52137.53,15418.54,8073.8,expense,1
5943,2023-05-26 10:16:48,876.28,Food,Swiggy,Cash,Delhi,145307.0,129481.84,42216.75,10585.26,expense,0
5944,2024-04-07 04:54:11,2618.18,Bills,Gas Utility,Cash,Remote,99532.0,55383.26,32533.1,7320.6,expense,0
5945,2023-10-12 22:10:06,19242.57,Investment,Gold Savings,Credit Card,Remote,149450.0,130657.75,41073.5,8910.05,expense,0
5946,2025-11-07 02:05:51,9712.65,Bills,Water Supply,Net Banking,Remote,76663.0,43258.73,18363.94,14221.97,expense,0
5947,2024-06-02 10:56:43,30366.46,Investment,Gold Savings,Net Banking,Bangalore,37183.0,31524.68,12367.86,7699.41,expense,0
5948,2023-04-09 20:24:42,1235.63,Food,Cafe House,UPI,Hyderabad,175830.0,122586.48,51317.82,31275.28,expense,0
5949,2023-04-06 19:00:40,60155.52,Investment,Gold Savings,Credit Card,Bangalore,68303.0,48370.96,18627.68,15705.15,income,0
5950,2025-11-20 12:20:41,5349.66,Travel,Uber,UPI,Chennai,100353.0,67158.09,15091.84,14973.42,expense,0
5951,2026-02-25 01:14:35,20886.79,Education,Online Courses,Net Banking,Hyderabad,113861.0,95506.2,14839.43,11060.27,expense,0
5952,2026-02-24 22:35:27,87452.16,Travel,IRCTC,Credit Card,Chennai,78682.0,68146.71,19407.8,19363.05,income,0
5953,2025-07-27 19:52:37,45613.35,Education,Exam Center,UPI,Remote,63494.0,43305.49,5747.48,11025.78,income,0
5954,2025-06-21 03:44:26,5100.2,Shopping,Mega Mall,UPI,Hyderabad,112235.0,94805.81,14869.19,14845.41,expense,0
5955,2024-04-08 05:40:34,494.7,Food,Swiggy,UPI,Mumbai,164649.0,117393.92,34547.64,38476.98,expense,0
5956,2025-07-29 01:50:06,8197.46,Shopping,Mega Mall,Cash,Remote,98506.0,62562.17,27090.34,21783.55,expense,0
5957,2023-03-19 02:11:26,1249.44,Shopping,Flipkart,Credit Card,Delhi,46918.0,40211.95,7021.01,8538.93,expense,0
5958,2024-08-30 13:04:26,1689.02,Travel,Ola,Debit Card,Bangalore,68001.0,56392.98,10195.07,11404.51,expense,0
5959,2023-04-10 22:42:55,66092.88,Investment,Gold Savings,Net Banking,Chennai,97258.0,83701.32,22399.96,18883.87,income,0
5960,2025-02-15 06:59:34,44045.85,Healthcare,Apollo Pharmacy,UPI,Chennai,50510.0,35826.76,11165.61,9036.71,income,0
5961,2023-09-26 09:45:59,4378.41,Travel,IRCTC,UPI,Hyderabad,51641.0,38466.37,17184.15,9770.78,expense,0
5962,2025-01-04 15:46:52,3865.33,Entertainment,Game Zone,Credit Card,Delhi,50939.0,43929.57,11492.98,10772.99,expense,0
5963,2025-12-12 02:29:52,6986.32,Shopping,Lifestyle Store,Debit Card,Bangalore,38234.0,32013.39,10475.48,6003.02,expense,0
5964,2025-11-03 23:35:22,179459.72,Entertainment,Game Zone,Net Banking,Hyderabad,184818.0,157636.35,55558.04,18773.92,income,0
5965,2026-01-13 09:07:50,2139.95,Shopping,Flipkart,Cash,Bangalore,63304.0,49251.76,8596.99,6633.77,expense,0
5966,2024-11-12 16:41:02,73776.74,Entertainment,Game Zone,Credit Card,Bangalore,85566.0,70459.63,9466.63,20209.48,income,0
5967,2025-10-05 01:25:40,4572.0,Bills,Gas Utility,Cash,Mumbai,207479.0,179259.49,66292.31,42735.51,expense,0
5968,2025-10-28 18:45:04,11281.39,Shopping,Lifestyle Store,Cash,Delhi,78682.0,68146.71,19407.8,19363.05,expense,0
5969,2024-05-13 14:12:45,11824.37,Healthcare,Apollo Pharmacy,UPI,Remote,99532.0,55383.26,32533.1,7320.6,expense,0
5970,2023-07-10 22:11:05,4493.2,Bills,Broadband Provider,Credit Card,Chennai,49442.0,41033.09,8619.45,7102.16,expense,0
5971,2024-05-06 00:45:50,339.06,Food,Fresh Mart,Net Banking,Hyderabad,183338.0,149654.18,42450.97,37436.42,expense,0
5972,2025-04-23 10:08:36,120495.58,Entertainment,Netflix,Net Banking,Chennai,127468.0,113830.38,27151.56,14754.46,income,0
5973,2025-09-23 22:10:33,3675.79,Travel,Airline Booking,Cash,Chennai,167386.0,94456.59,21025.77,17695.72,expense,0
5974,2024-11-07 02:59:24,10541.09,Healthcare,Apollo Pharmacy,Net Banking,Mumbai,157351.0,116945.86,31116.82,17134.45,expense,0
5975,2024-08-19 16:10:49,7656.42,Investment,ETF Platform,Debit Card,Delhi,199358.0,162295.36,21499.45,45954.13,expense,0
5976,2024-04-11 13:48:29,6966.16,Bills,Gas Utility,Debit Card,Bangalore,112388.0,67311.46,33123.24,10151.5,expense,0
5977,2025-01-14 21:29:29,34249.01,Investment,Brokerage Account,Debit Card,Bangalore,162855.0,102372.56,32922.55,12730.6,expense,0
5978,2023-06-27 18:45:24,85296.42,Investment,Mutual Fund SIP,Credit Card,Bangalore,95313.0,79863.73,16894.37,7187.75,income,0
5979,2023-11-18 03:40:38,45745.82,Bills,Baral Group,UPI,Delhi,129592.0,86829.8,26951.49,15683.34,expense,1
5980,2023-09-13 16:20:14,1799.56,Entertainment,Netflix,UPI,Chennai,213871.0,126426.46,54598.44,42605.02,expense,0
5981,2023-07-22 19:47:21,933.06,Food,Fresh Mart,Net Banking,Mumbai,62744.0,51133.2,5813.99,6508.72,expense,0
5982,2023-04-29 02:47:52,4517.63,Investment,ETF Platform,Cash,Bangalore,103953.0,77829.1,9195.12,22709.26,expense,0
5983,2024-09-28 10:20:32,3144.14,Education,Online Courses,Net Banking,Delhi,214728.0,118666.64,30242.26,26426.87,transfer,0
5984,2025-07-31 03:53:38,4804.33,Entertainment,Netflix,Credit Card,Hyderabad,191472.0,112645.59,35564.04,14338.86,expense,0
5985,2024-08-27 02:00:39,18119.04,Education,Tuition Institute,Debit Card,Remote,122945.0,81970.47,23052.87,19361.27,expense,0
5986,2025-03-29 21:41:42,19873.47,Education,Exam Center,Cash,Remote,38234.0,32013.39,10475.48,6003.02,expense,0
5987,2025-11-27 00:50:10,14230.04,Healthcare,MediLab,Cash,Hyderabad,193976.0,134712.01,52437.51,32909.43,expense,0
5988,2025-04-11 10:26:56,6307.56,Bills,Broadband Provider,Cash,Chennai,184818.0,157636.35,55558.04,18773.92,expense,0
5989,2024-01-13 17:35:58,18546.6,Investment,ETF Platform,Net Banking,Chennai,34337.0,21146.18,7045.9,4143.46,expense,0
5990,2025-01-20 21:26:07,17238.28,Healthcare,MediLab,Net Banking,Delhi,146172.0,104617.51,18529.42,19991.99,expense,0
5991,2023-12-12 06:27:25,14374.12,Shopping,Lifestyle Store,Debit Card,Chennai,213926.0,185622.05,51301.59,25680.46,expense,0
5992,2025-08-22 10:42:24,2595.37,Entertainment,Netflix,Credit Card,Delhi,180834.0,118264.1,42121.53,26258.92,expense,0
5993,2025-02-04 12:01:59,23343.15,Education,Book Store,UPI,Mumbai,114613.0,86956.25,16286.78,8494.36,expense,0
5994,2023-04-03 19:06:44,916.67,Food,Cafe House,Credit Card,Remote,127946.0,104786.99,11741.99,31847.05,expense,0
5995,2024-11-11 15:25:18,2784.24,Entertainment,BookMyShow,Credit Card,Remote,27747.0,18818.75,5636.49,5744.61,expense,0
5996,2024-05-16 00:24:22,2381.52,Entertainment,Netflix,Credit Card,Mumbai,118070.0,84426.15,22574.64,14141.68,expense,0
5997,2024-09-26 23:17:45,4581.11,Healthcare,City Hospital,UPI,Bangalore,191472.0,112645.59,35564.04,14338.86,expense,0
5998,2023-12-30 23:04:29,553.94,Shopping,Flipkart,Cash,Bangalore,101218.0,73578.17,24359.45,11928.97,expense,0
5999,2023-11-11 01:45:18,10418.74,Investment,ETF Platform,Debit Card,Mumbai,132059.0,98667.41,35363.99,10282.94,expense,0
6000,2024-05-02 10:08:13,52414.19,Entertainment,Netflix,Credit Card,Hyderabad,63304.0,49251.76,8596.99,6633.77,income,0
6001,2026-02-08 09:10:27,7003.04,Shopping,Amazon,Debit Card,Hyderabad,191472.0,112645.59,35564.04,14338.86,expense,0
6002,2025-09-04 10:29:51,172476.5,Education,Tuition Institute,UPI,Hyderabad,212891.0,176254.34,52673.42,33358.36,income,0
6003,2023-10-23 16:35:40,7056.65,Shopping,Mega Mall,Net Banking,Remote,217468.0,139677.38,33045.26,42718.74,expense,0
6004,2025-06-21 14:54:12,4031.08,Education,Book Store,Debit Card,Delhi,52306.0,45832.68,12165.64,9903.1,expense,0
6005,2025-02-14 23:23:43,86566.13,Investment,Gold Savings,Credit Card,Chennai,81264.0,65863.45,11011.8,16866.99,income,0
6006,2025-12-01 20:19:53,155113.52,Entertainment,Spotify,Credit Card,Chennai,146829.0,123396.51,19929.65,7664.35,income,0
6007,2025-07-22 00:02:35,17368.95,Food,Zomato,Net Banking,Delhi,218752.0,194573.35,67238.26,47614.82,transfer,0
6008,2023-12-26 08:20:23,455.1,Food,Zomato,Cash,Delhi,103953.0,77829.1,9195.12,22709.26,expense,0
6009,2023-09-03 23:17:30,3806.9,Shopping,Lifestyle Store,Cash,Delhi,95316.0,58904.9,9450.97,12329.77,expense,0
6010,2024-04-17 16:43:52,116.14,Food,Swiggy,Cash,Mumbai,62744.0,51133.2,5813.99,6508.72,expense,0
6011,2024-11-17 17:48:52,1477.56,Travel,IRCTC,Net Banking,Chennai,125776.0,84031.75,40613.67,21571.97,expense,0
6012,2025-09-17 08:04:09,8284.29,Education,Exam Center,UPI,Bangalore,130891.0,91136.93,44666.13,20889.47,expense,0
6013,2025-02-25 01:49:11,3628.47,Education,Exam Center,Credit Card,Remote,183417.0,134272.04,35810.45,41329.92,expense,0
6014,2023-01-04 10:45:43,4932.12,Entertainment,Spotify,Cash,Bangalore,25769.0,20684.77,8591.62,1292.46,expense,0
6015,2023-08-09 11:43:37,1681.44,Entertainment,Game Zone,Net Banking,Hyderabad,63494.0,43305.49,5747.48,11025.78,expense,0
6016,2026-02-24 17:31:54,825.55,Entertainment,Netflix,Net Banking,Chennai,203376.0,166731.56,22123.55,13225.04,expense,0
6017,2025-07-30 09:41:06,2791.74,Bills,Gas Utility,Net Banking,Chennai,37910.0,30741.36,7451.14,2862.81,expense,0
6018,2024-05-08 07:56:41,9021.7,Shopping,Mega Mall,Credit Card,Hyderabad,128892.0,94131.22,44261.02,18276.6,expense,0
6019,2025-01-21 02:22:40,2349.85,Education,Exam Center,Debit Card,Chennai,114613.0,86956.25,16286.78,8494.36,expense,0
6020,2026-01-31 07:39:01,13005.29,Shopping,Flipkart,UPI,Chennai,85566.0,70459.63,9466.63,20209.48,expense,0
6021,2024-01-10 21:34:39,24068.29,Education,Online Courses,Net Banking,Chennai,127468.0,113830.38,27151.56,14754.46,expense,0
6022,2025-04-04 09:44:22,445.45,Food,Zomato,UPI,Hyderabad,85279.0,47590.62,21820.26,17418.18,expense,0
6023,2023-11-14 04:42:11,9276.86,Healthcare,Health Clinic,Cash,Remote,219776.0,142486.73,49785.41,17183.15,expense,0
6024,2023-11-06 01:26:42,176430.82,Investment,Gold Savings,Credit Card,Delhi,179222.0,158419.78,20870.46,26301.01,income,0
6025,2025-01-07 13:57:05,17143.12,Investment,Gold Savings,Net Banking,Chennai,52306.0,45832.68,12165.64,9903.1,expense,0
6026,2024-11-28 08:17:37,6601.69,Entertainment,Spotify,UPI,Hyderabad,26917.0,16258.59,5650.09,4212.99,transfer,0
6027,2025-01-17 19:33:03,1015.63,Food,Zomato,Net Banking,Mumbai,62744.0,51133.2,5813.99,6508.72,expense,0
6028,2024-05-24 20:32:16,5799.95,Healthcare,Apollo Pharmacy,Debit Card,Chennai,214728.0,118666.64,30242.26,26426.87,transfer,0
6029,2024-11-26 06:01:31,3507.72,Entertainment,BookMyShow,Cash,Mumbai,103953.0,77829.1,9195.12,22709.26,expense,0
6030,2025-09-04 13:23:40,11518.91,Healthcare,City Hospital,Net Banking,Mumbai,199358.0,162295.36,21499.45,45954.13,expense,0
6031,2023-01-26 12:02:19,12950.74,Shopping,Lifestyle Store,Credit Card,Mumbai,102373.0,67956.65,28356.67,18172.38,expense,0
6032,2025-06-19 18:30:31,3642.92,Education,Book Store,UPI,Remote,131308.0,101278.78,32965.27,20635.7,expense,0
6033,2024-10-27 01:33:13,1199.93,Food,Swiggy,Credit Card,Hyderabad,178471.0,144643.55,49017.73,19919.53,expense,0
6034,2024-11-09 10:19:11,3432.88,Entertainment,Netflix,Net Banking,Remote,105623.0,87605.91,12748.03,16016.65,expense,0
6035,2024-11-15 05:11:24,261.02,Food,Cafe House,UPI,Remote,26542.0,18556.36,3718.42,3432.69,expense,0
6036,2024-04-12 09:12:40,14049.0,Healthcare,Apollo Pharmacy,Cash,Mumbai,102373.0,67956.65,28356.67,18172.38,expense,0
6037,2023-02-05 21:22:14,6902.44,Shopping,Mega Mall,Net Banking,Remote,183417.0,134272.04,35810.45,41329.92,expense,0
6038,2024-04-26 19:56:21,1422.98,Food,Cafe House,Net Banking,Remote,191472.0,112645.59,35564.04,14338.86,expense,0
6039,2023-03-05 06:09:25,879.73,Entertainment,BookMyShow,Cash,Remote,50289.0,43611.83,5532.96,7469.17,expense,0
6040,2025-01-26 21:34:10,6785.5,Bills,Water Supply,UPI,Delhi,68303.0,48370.96,18627.68,15705.15,expense,0
6041,2025-01-22 15:57:53,2033.5,Entertainment,Netflix,Credit Card,Hyderabad,128481.0,74192.6,11157.89,31160.46,expense,0
6042,2024-04-06 01:01:08,9611.33,Bills,Water Supply,Credit Card,Mumbai,193976.0,134712.01,52437.51,32909.43,expense,0
6043,2025-11-08 15:54:27,13869.02,Investment,Mutual Fund SIP,Debit Card,Delhi,46447.0,31959.37,5054.55,5440.43,expense,0
6044,2025-07-08 04:05:24,19262.63,Healthcare,Apollo Pharmacy,Debit Card,Mumbai,64504.0,51536.74,18922.08,11042.57,expense,0
6045,2024-05-06 03:57:21,36157.95,Investment,Mutual Fund SIP,Debit Card,Delhi,154473.0,89433.99,48921.38,24764.74,expense,0
6046,2023-03-21 02:47:45,11544.95,Investment,Gold Savings,Net Banking,Chennai,80393.0,62129.76,18474.33,5482.84,expense,0
6047,2023-06-29 17:50:29,1224.96,Food,Fresh Mart,Cash,Hyderabad,163429.0,122024.81,23602.6,30392.72,expense,0
6048,2023-12-24 00:24:47,7953.56,Travel,IRCTC,Debit Card,Bangalore,69028.0,43968.85,19387.58,3914.34,transfer,0
6049,2024-07-20 18:00:44,6833.27,Shopping,Amazon,Credit Card,Hyderabad,118070.0,84426.15,22574.64,14141.68,expense,0
6050,2024-08-21 03:54:04,2696.87,Entertainment,BookMyShow,Net Banking,Mumbai,187688.0,109344.4,60482.13,43183.93,expense,0
6051,2023-12-07 04:28:12,2711.98,Travel,Night Kiosk,UPI,Bangalore,152534.0,121650.52,43823.09,10289.64,expense,1
6052,2024-12-03 19:45:00,1595.33,Investment,Gold Savings,Cash,Hyderabad,209423.0,159632.72,17273.88,14721.24,expense,0
6053,2025-02-12 21:10:54,3691.87,Shopping,Lifestyle Store,UPI,Hyderabad,209294.0,163247.01,41363.13,41023.27,expense,0
6054,2025-09-07 00:32:21,3121.92,Food,Elite Jewels,Credit Card,Hyderabad,145307.0,129481.84,42216.75,10585.26,expense,1
6055,2023-05-20 02:43:14,4992.4,Bills,Broadband Provider,Debit Card,Remote,72333.0,49735.03,23208.23,12747.08,expense,0
6056,2023-09-25 22:52:49,7673.0,Investment,Gold Savings,UPI,Chennai,124608.0,79781.6,14657.16,27038.2,expense,0
6057,2024-10-10 09:31:30,17528.46,Healthcare,MediLab,Credit Card,Delhi,208734.0,170445.27,30091.54,40837.4,expense,0
6058,2023-10-15 22:32:30,49624.48,Healthcare,MediLab,UPI,Chennai,76214.0,46326.18,6418.88,10264.52,income,0
6059,2026-02-21 06:46:56,19782.87,Shopping,Lifestyle Store,Debit Card,Hyderabad,105642.0,78640.02,30385.45,25243.49,transfer,0
6060,2025-05-16 08:44:47,7671.66,Travel,Uber,Net Banking,Bangalore,89323.0,62428.09,19387.99,8796.7,expense,0
6061,2023-02-02 11:52:44,873.11,Education,Book Store,Debit Card,Delhi,38843.0,22389.19,4850.64,3626.45,expense,0
6062,2024-09-01 05:24:58,132569.98,Education,Book Store,UPI,Bangalore,114613.0,86956.25,16286.78,8494.36,income,0
6063,2023-01-04 18:37:18,198890.84,Education,Tuition Institute,Credit Card,Remote,192658.0,145047.87,33179.96,30334.52,income,0
6064,2024-02-11 06:31:41,6243.22,Travel,IRCTC,Net Banking,Mumbai,203998.0,173939.47,61093.99,50987.98,expense,0
